Month,Year,Site,Order,Family,Units,Avg,Stdev,randomprob,Length (mm),MassOligos,a,b,Mass,Production,Notes,,,
July,2012,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.520507912,4.35,,0.0018,2.617,0.084604812,,,,,
July,2017,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.448232515,4.35,,0.0018,2.617,0.084576461,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.448181785,4.35,,0.0018,2.617,0.084561622,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.389018015,4.35,,0.0018,2.617,0.084540318,,,,,
Aug/Sept,2008,Dock,Ephemeroptera,Leptophlebiidae,NA,3.39,1.37,0.36977894,2.93,,0.0047,2.686,0.084456908,,,,,
June,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.447802149,4.35,,0.0018,2.617,0.084450619,,,,,
June,2020,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.447790497,4.35,,0.0018,2.617,0.084447213,,,,,
Aug/Sept,2021,T1,Diptera,Chironomidae,NA,4.98,2.27,0.390720686,4.35,,0.0018,2.617,0.084409567,,,,,
Aug/Sept,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.390549253,4.35,,0.0018,2.617,0.084358169,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.447467216,4.35,,0.0018,2.617,0.08435275,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.286861369,4.35,,0.0018,2.617,0.084348607,,,,,
June,2018,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.519407804,4.35,,0.0018,2.617,0.084318939,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.447345013,4.35,,0.0018,2.617,0.084317057,,,,,
Aug/Sept,2015,T1,Diptera,Chironomidae,NA,4.98,2.27,0.390331434,4.35,,0.0018,2.617,0.084292884,,,,,
Aug/Sept,2019,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.447226998,4.35,,0.0018,2.617,0.084282594,,,,,
Aug/Sept,2008,T1,Diptera,Chironomidae,NA,4.98,2.27,0.39028857,4.35,,0.0018,2.617,0.084280039,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.447203588,4.35,,0.0018,2.617,0.084275759,,,,,
Aug/Sept,2022,T3,Diptera,Chironomidae,NA,5.94,2.82,0.286635261,4.35,,0.0018,2.617,0.084253473,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446843806,4.35,,0.0018,2.617,0.084170744,,,,,
June,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44683149,4.35,,0.0018,2.617,0.084167151,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.387818719,4.35,,0.0018,2.617,0.084145313,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446727651,4.35,,0.0018,2.617,0.084136855,,,,,
June,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.389790852,4.35,,0.0018,2.617,0.084130948,,,,,
June,2020,Alder,Diptera,Chironomidae,NA,4.65,3.09,0.460716231,4.35,,0.0018,2.617,0.084124722,,,,,
Aug/Sept,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446557179,4.34,,0.0018,2.617,0.084087132,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44644816,4.34,,0.0018,2.617,0.084055341,,,,,
June,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446436223,4.34,,0.0018,2.617,0.08405186,,,,,
July,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.389480918,4.34,,0.0018,2.617,0.084038163,,,,,
July,2017,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446382709,4.34,,0.0018,2.617,0.084036258,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446378517,4.34,,0.0018,2.617,0.084035036,,,,,
July,2010,Dock,Trichoptera,Leptoceridae,2.71,3.21,1.43,0.469598264,2.71,,0.0034,3.212,0.084019594,,,,,
July,2012,Dock,Trichoptera,Leptoceridae,2.71,3.21,1.43,0.58404395,2.71,,0.0034,3.212,0.084019594,,,,,
July,2015,Dock,Trichoptera,Leptoceridae,2.71,3.21,1.43,0.531590432,2.71,,0.0034,3.212,0.084019594,,,,,
July,2011,Alder,Trichoptera,Leptoceridae,2.71,3.56,2.69,0.605719151,2.71,,0.0034,3.212,0.084019594,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446279127,4.34,,0.0018,2.617,0.084006062,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446209902,4.34,,0.0018,2.617,0.083985884,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446199543,4.34,,0.0018,2.617,0.083982865,,,,,
July,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.446132434,4.34,,0.0018,2.617,0.083963308,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.285872126,4.34,,0.0018,2.617,0.083932612,,,,,
Aug/Sept,2008,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445817966,4.34,,0.0018,2.617,0.083871693,,,,,
Aug/Sept,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.386976433,4.34,,0.0018,2.617,0.083868367,,,,,
July,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.388840985,4.34,,0.0018,2.617,0.08384672,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445693101,4.34,,0.0018,2.617,0.083835331,,,,,
June,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.388771268,4.34,,0.0018,2.617,0.083825874,,,,,
July,2013,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44562844,4.34,,0.0018,2.617,0.083816503,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445608688,4.34,,0.0018,2.617,0.083810753,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.386760522,4.34,,0.0018,2.617,0.083797438,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445436704,4.34,,0.0018,2.617,0.083760689,,,,,
Aug/Sept,2021,T1,Diptera,Chironomidae,NA,4.98,2.27,0.388460961,4.34,,0.0018,2.617,0.083733117,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445316894,4.34,,0.0018,2.617,0.083725822,,,,,
Aug/Sept,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445311271,4.34,,0.0018,2.617,0.083724186,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.285374772,4.34,,0.0018,2.617,0.083723687,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445300626,4.34,,0.0018,2.617,0.083721089,,,,,
July,2014,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.517054232,4.34,,0.0018,2.617,0.083709472,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.445104169,4.34,,0.0018,2.617,0.083663934,,,,,
June,2020,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.516873999,4.34,,0.0018,2.617,0.083662919,,,,,
Aug/Sept,2014,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.516812024,4.34,,0.0018,2.617,0.083646915,,,,,
Aug/Sept,2015,T1,Diptera,Chironomidae,NA,4.98,2.27,0.388067375,4.34,,0.0018,2.617,0.083615525,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444916428,4.33,,0.0018,2.617,0.083609334,,,,,
June,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.28505317,4.33,,0.0018,2.617,0.08358867,,,,,
June,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444686527,4.33,,0.0018,2.617,0.083542498,,,,,
June,2013,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.325737554,0.08,0.002581808,0.0082,2.813,0.083528328,,,,,
June,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.387764488,4.33,,0.0018,2.617,0.083525079,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444428025,4.33,,0.0018,2.617,0.08346738,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444414234,4.33,,0.0018,2.617,0.083463374,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444223136,4.33,,0.0018,2.617,0.083407867,,,,,
July,2015,T1,Diptera,Chironomidae,NA,4.98,2.27,0.387369468,4.33,,0.0018,2.617,0.08340718,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444208925,4.33,,0.0018,2.617,0.08340374,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444185186,4.33,,0.0018,2.617,0.083396846,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.444079965,4.33,,0.0018,2.617,0.083366293,,,,,
Aug/Sept,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.387111762,4.33,,0.0018,2.617,0.083330301,,,,,
July,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.443888866,4.33,,0.0018,2.617,0.083310819,,,,,
June,2008,T1,Diptera,Chironomidae,NA,4.98,2.27,0.387037753,4.33,,0.0018,2.617,0.083308228,,,,,
July,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.443409299,4.33,,0.0018,2.617,0.083171689,,,,,
June,2022,T1,Diptera,Chironomidae,NA,4.98,2.27,0.38651355,4.33,,0.0018,2.617,0.083151953,,,,,
July,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.443188594,4.32,,0.0018,2.617,0.0831077,,,,,
Aug/Sept,2022,T3,Diptera,Chironomidae,NA,5.94,2.82,0.28390572,4.32,,0.0018,2.617,0.083107445,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.443103255,4.32,,0.0018,2.617,0.083082964,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.443059179,4.32,,0.0018,2.617,0.08307019,,,,,
July,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44305771,4.32,,0.0018,2.617,0.083069764,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.443055129,4.32,,0.0018,2.617,0.083069016,,,,,
June,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.28374762,4.32,,0.0018,2.617,0.083041202,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.384382368,4.32,,0.0018,2.617,0.083017874,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442838772,4.32,,0.0018,2.617,0.083006326,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44282988,4.32,,0.0018,2.617,0.08300375,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44272465,4.32,,0.0018,2.617,0.082973269,,,,,
June,2009,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442711307,4.32,,0.0018,2.617,0.082969405,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442602257,4.32,,0.0018,2.617,0.082937824,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442591688,4.32,,0.0018,2.617,0.082934763,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442498746,4.32,,0.0018,2.617,0.082907853,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442441732,4.32,,0.0018,2.617,0.082891347,,,,,
June,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442221568,4.32,,0.0018,2.617,0.082827625,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.442159832,4.32,,0.0018,2.617,0.082809761,,,,,
July,2017,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44206074,4.32,,0.0018,2.617,0.082781092,,,,,
Aug/Sept,2009,T3,Diptera,Chironomidae,NA,5.94,2.82,0.283114856,4.32,,0.0018,2.617,0.082776227,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441969454,4.32,,0.0018,2.617,0.082754686,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441867983,4.32,,0.0018,2.617,0.082725339,,,,,
July,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441768648,4.32,,0.0018,2.617,0.082696614,,,,,
Aug/Sept,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.384922507,4.32,,0.0018,2.617,0.082678366,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441699421,4.32,,0.0018,2.617,0.0826766,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441691762,4.32,,0.0018,2.617,0.082674385,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441589479,4.32,,0.0018,2.617,0.082644818,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441578665,4.32,,0.0018,2.617,0.082641692,,,,,
June,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44157731,4.32,,0.0018,2.617,0.082641301,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.383229142,4.32,,0.0018,2.617,0.082640955,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441539556,4.32,,0.0018,2.617,0.082630389,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441504349,4.32,,0.0018,2.617,0.082620213,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441428261,4.31,,0.0018,2.617,0.082598225,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441272887,4.31,,0.0018,2.617,0.082553334,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441130729,4.31,,0.0018,2.617,0.082512272,,,,,
June,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.441123313,4.31,,0.0018,2.617,0.08251013,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440828872,4.31,,0.0018,2.617,0.082425116,,,,,
June,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.384066225,4.31,,0.0018,2.617,0.082423941,,,,,
Aug/Sept,2019,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.382553836,4.31,,0.0018,2.617,0.082420575,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440673915,4.31,,0.0018,2.617,0.082380394,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440586556,4.31,,0.0018,2.617,0.082355186,,,,,
July,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.383807473,4.31,,0.0018,2.617,0.082347121,,,,,
Aug/Sept,2008,T1,Diptera,Chironomidae,NA,4.98,2.27,0.38376676,4.31,,0.0018,2.617,0.082335036,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440434404,4.31,,0.0018,2.617,0.082311292,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440388944,4.31,,0.0018,2.617,0.082298179,,,,,
June,2020,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44031889,4.31,,0.0018,2.617,0.082277975,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440311642,4.31,,0.0018,2.617,0.082275885,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.440297343,4.31,,0.0018,2.617,0.082271761,,,,,
June,2018,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.511408095,4.31,,0.0018,2.617,0.082259081,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.44015605,4.31,,0.0018,2.617,0.08223102,,,,,
June,2014,T1,Diptera,Chironomidae,NA,4.98,2.27,0.383329128,4.31,,0.0018,2.617,0.082205182,,,,,
Aug/Sept,2008,T1,Diptera,Chironomidae,NA,4.98,2.27,0.383146891,4.31,,0.0018,2.617,0.082151133,,,,,
June,2018,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439804579,4.31,,0.0018,2.617,0.08212972,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439723684,4.3,,0.0018,2.617,0.082106414,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439591292,4.3,,0.0018,2.617,0.082068278,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439548373,4.3,,0.0018,2.617,0.082055917,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439493263,4.3,,0.0018,2.617,0.082040047,,,,,
June,2010,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439409886,4.3,,0.0018,2.617,0.082016039,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439318888,4.3,,0.0018,2.617,0.08198984,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.439151039,4.3,,0.0018,2.617,0.081941527,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438963401,4.3,,0.0018,2.617,0.081887536,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438913058,4.3,,0.0018,2.617,0.081873053,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438907007,4.3,,0.0018,2.617,0.081871313,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438694414,4.3,,0.0018,2.617,0.081810168,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438471886,4.3,,0.0018,2.617,0.081746191,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438396906,4.3,,0.0018,2.617,0.08172464,,,,,
July,2014,T3,Diptera,Chironomidae,NA,5.94,2.82,0.280577288,4.3,,0.0018,2.617,0.081716005,,,,,
July,2017,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438363928,4.3,,0.0018,2.617,0.081715162,,,,,
June,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438351951,4.3,,0.0018,2.617,0.08171172,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438204147,4.3,,0.0018,2.617,0.08166925,,,,,
July,2017,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438132133,4.3,,0.0018,2.617,0.081648561,,,,,
Aug/Sept,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.380138209,4.3,,0.0018,2.617,0.081634275,,,,,
Aug/Sept,2021,T1,Diptera,Chironomidae,NA,4.98,2.27,0.381391059,4.3,,0.0018,2.617,0.08163111,,,,,
Aug/Sept,2015,T1,Diptera,Chironomidae,NA,4.98,2.27,0.381388839,4.3,,0.0018,2.617,0.081630453,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438048693,4.3,,0.0018,2.617,0.081624593,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438046323,4.3,,0.0018,2.617,0.081623912,,,,,
July,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.438019212,4.3,,0.0018,2.617,0.081616125,,,,,
June,2008,Alder,Ephemeroptera,Caenidae,NA,3.48,1.59,0.304154297,2.66,,0.0054,2.772,0.081567253,,,,,
Aug/Sept,2015,T3,Diptera,Chironomidae,NA,5.94,2.82,0.280165405,4.29,,0.0018,2.617,0.081544278,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437548433,4.29,,0.0018,2.617,0.081480969,,,,,
June,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437533605,4.29,,0.0018,2.617,0.081476714,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437527171,4.29,,0.0018,2.617,0.081474867,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437518997,4.29,,0.0018,2.617,0.081472522,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437418782,4.29,,0.0018,2.617,0.081443767,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437382943,4.29,,0.0018,2.617,0.081433485,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437361419,4.29,,0.0018,2.617,0.08142731,,,,,
June,2020,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.508126073,4.29,,0.0018,2.617,0.081423461,,,,,
June,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437347139,4.29,,0.0018,2.617,0.081423213,,,,,
June,2022,T1,Diptera,Chironomidae,NA,4.98,2.27,0.380679191,4.29,,0.0018,2.617,0.081420653,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437260553,4.29,,0.0018,2.617,0.081398376,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437222342,4.29,,0.0018,2.617,0.081387417,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.437210203,4.29,,0.0018,2.617,0.081383935,,,,,
Aug/Sept,2018,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.436921781,4.29,,0.0018,2.617,0.081301237,,,,,
June,2021,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.436918059,4.29,,0.0018,2.617,0.081300171,,,,,
Aug/Sept,2021,Alder,Diptera,Chironomidae,NA,5.05,2.49,0.378987732,4.29,,0.0018,2.617,0.081260894,,,,,
July,2014,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.436773312,4.29,,0.0018,2.617,0.081258684,,,,,
Aug/Sept,2018,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.436746723,4.29,,0.0018,2.617,0.081251064,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.436730623,4.29,,0.0018,2.617,0.081246451,,,,,
Aug/Sept,2015,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.436653517,4.29,,0.0018,2.617,0.081224357,,,,,
July,2019,Alder,Diptera,Chironomidae,NA,4.65,2.28,0.43659646,4.29,,0.0018,2.617,0.08120801,,,,,
Aug/Sept,2008,Dock,Diptera,Chironomidae,NA,4.25,2.04,0.507068294,4.29,,0.0018,2.617,0.081155301,,,,,
Aug/Sept,2011,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.407246055,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2016,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.367694785,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2016,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.61652016,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2011,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.445771421,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2011,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.646336299,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2011,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.462682827,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2012,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.675115439,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2012,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.431331741,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2013,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.606675345,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2013,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.601915141,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2013,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.74435471,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2014,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.650280069,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2016,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.3097104,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2011,T1,Diptera,Chironomidae,4.29,4.98,2.27,0.727871659,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2011,T1,Diptera,Chironomidae,4.29,4.98,2.27,0.723957126,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2013,T1,Diptera,Chironomidae,4.29,4.98,2.27,0.253629235,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2015,T1,Diptera,Chironomidae,4.29,4.98,2.27,0.652952533,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2015,T1,Diptera,Chironomidae,4.29,4.98,2.27,0.643610849,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2014,T3,Diptera,Chironomidae,4.29,5.94,2.82,0.335994466,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2015,T4,Diptera,Chironomidae,4.29,9.7,5.74,0.520515852,4.29,,0.0018,2.617,0.081147895,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,4.29,9.7,5.74,0.399601295,4.29,,0.0018,2.617,0.081147895,,,,,
July,2012,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.505719655,4.29,,0.0018,2.617,0.081147895,,,,,
July,2012,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.280127209,4.29,,0.0018,2.617,0.081147895,,,,,
July,2012,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.352040781,4.29,,0.0018,2.617,0.081147895,,,,,
July,2012,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.289005279,4.29,,0.0018,2.617,0.081147895,,,,,
July,2013,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.32048356,4.29,,0.0018,2.617,0.081147895,,,,,
July,2013,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.253589577,4.29,,0.0018,2.617,0.081147895,,,,,
July,2014,Dock,Diptera,Chironomidae,4.29,4.25,2.04,0.308598144,4.29,,0.0018,2.617,0.081147895,,,,,
July,2010,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.746235979,4.29,,0.0018,2.617,0.081147895,,,,,
July,2010,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.424379259,4.29,,0.0018,2.617,0.081147895,,,,,
July,2010,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.290578237,4.29,,0.0018,2.617,0.081147895,,,,,
July,2010,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.679256747,4.29,,0.0018,2.617,0.081147895,,,,,
July,2010,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.490925306,4.29,,0.0018,2.617,0.081147895,,,,,
July,2010,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.564807828,4.29,,0.0018,2.617,0.081147895,,,,,
July,2011,Alder,Diptera,Chironomidae,4.29,4.65,2.28,0.46565158,4.29,,0.0018,2.617,0.081147895,,,,,
